source_filename,product_slug,detected_product_name,assigned_role,raw_uploaded_url,retouched_uploaded_url,retouch_status,quality_notes,published,needs_review
微信图片_20260723202015_292_109.jpg,fu-hao-owl-zun-coin-bank,Shi Fa You / pink bronze package,gallery-02,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-gallery-02.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-25-v3/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-25-v3-011-gallery-02.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202021_295_109.jpg,fu-hao-owl-zun-coin-bank,Shi Fa You / pink bronze package,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-25-v3/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-25-v3-012-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202023_296_109.jpg,fu-hao-owl-zun-coin-bank,Shi Fa You / pink bronze package,gallery-04,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-gallery-04.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-25-v3/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-25-v3-013-gallery-04.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202027_298_109.jpg,fu-hao-owl-zun-fridge-magnet,Bo Ju Li bronze gift,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-25-v3/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-25-v3-014-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202029_299_109.jpg,fu-hao-owl-zun-fridge-magnet,Bo Ju Li bronze gift,gallery-02,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-gallery-02.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-25-v3/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-25-v3-015-gallery-02.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202031_300_109.jpg,fu-hao-owl-zun-fridge-magnet,Bo Ju Li bronze gift,gallery-03,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-gallery-03.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-25-v3/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-25-v3-016-gallery-03.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202033_301_109.jpg,fu-hao-owl-zun-fridge-magnet,Bo Ju Li bronze gift,gallery-04,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-gallery-04.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-25-v3/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-25-v3-017-gallery-04.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202035_302_109.jpg,heritage-motif-gift-box,Hulu vase translucent gift,gallery-01,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-gallery-01.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-25-v3/heritage-motif-gift-box-ai-retouched-2026-07-25-v3-018-gallery-01.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202037_303_109.jpg,heritage-motif-gift-box,Hulu vase translucent gift,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-25-v3/heritage-motif-gift-box-ai-retouched-2026-07-25-v3-019-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202039_304_109.jpg,heritage-motif-gift-box,Hulu vase translucent gift,gallery-03,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-gallery-03.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-25-v3/heritage-motif-gift-box-ai-retouched-2026-07-25-v3-020-gallery-03.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202048_308_109.jpg,heritage-motif-gift-box,Hulu vase translucent gift,gallery-04,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-gallery-04.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-25-v3/heritage-motif-gift-box-ai-retouched-2026-07-25-v3-021-gallery-04.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202042_305_109.jpg,sun-wukong-figurine,Sun Wukong Figurine,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/20260723/sun-wukong-figurine-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/ai-retouched-2026-07-25-v3/sun-wukong-figurine-ai-retouched-2026-07-25-v3-022-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202044_306_109.jpg,sun-wukong-figurine,Sun Wukong Figurine,gallery-02,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/20260723/sun-wukong-figurine-20260723-gallery-02.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/ai-retouched-2026-07-25-v3/sun-wukong-figurine-ai-retouched-2026-07-25-v3-023-gallery-02.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202046_307_109.jpg,sun-wukong-figurine,Sun Wukong Figurine,gallery-03,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/20260723/sun-wukong-figurine-20260723-gallery-03.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/ai-retouched-2026-07-25-v3/sun-wukong-figurine-ai-retouched-2026-07-25-v3-024-gallery-03.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202052_310_109.jpg,sun-wukong-figurine,Sun Wukong Figurine,gallery-04,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/20260723/sun-wukong-figurine-20260723-gallery-04.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/ai-retouched-2026-07-25-v3/sun-wukong-figurine-ai-retouched-2026-07-25-v3-025-gallery-04.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202054_311_109.jpg,sun-wukong-figurine,Sun Wukong Figurine,gallery-05,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/20260723/sun-wukong-figurine-20260723-gallery-05.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/ai-retouched-2026-07-25-v3/sun-wukong-figurine-ai-retouched-2026-07-25-v3-026-gallery-05.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202056_312_109.jpg,sun-wukong-figurine,Sun Wukong Figurine,gallery-06,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/20260723/sun-wukong-figurine-20260723-gallery-06.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/sun-wukong-figurine/ai-retouched-2026-07-25-v3/sun-wukong-figurine-ai-retouched-2026-07-25-v3-027-gallery-06.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202058_313_109.jpg,double-tailed-tiger-mini-stapler,Double-Tailed Tiger Mini Stapler,gallery-01,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/20260723/double-tailed-tiger-mini-stapler-20260723-gallery-01.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/ai-retouched-2026-07-25-v3/double-tailed-tiger-mini-stapler-ai-retouched-2026-07-25-v3-028-gallery-01.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202100_314_109.jpg,double-tailed-tiger-mini-stapler,Double-Tailed Tiger Mini Stapler,gallery-02,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/20260723/double-tailed-tiger-mini-stapler-20260723-gallery-02.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/ai-retouched-2026-07-25-v3/double-tailed-tiger-mini-stapler-ai-retouched-2026-07-25-v3-029-gallery-02.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202102_315_109.jpg,double-tailed-tiger-mini-stapler,Double-Tailed Tiger Mini Stapler,gallery-03,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/20260723/double-tailed-tiger-mini-stapler-20260723-gallery-03.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/ai-retouched-2026-07-25-v3/double-tailed-tiger-mini-stapler-ai-retouched-2026-07-25-v3-030-gallery-03.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202104_316_109.jpg,double-tailed-tiger-mini-stapler,Double-Tailed Tiger Mini Stapler,gallery-04,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/20260723/double-tailed-tiger-mini-stapler-20260723-gallery-04.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/ai-retouched-2026-07-25-v3/double-tailed-tiger-mini-stapler-ai-retouched-2026-07-25-v3-031-gallery-04.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202106_317_109.jpg,double-tailed-tiger-mini-stapler,Double-Tailed Tiger Mini Stapler,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/20260723/double-tailed-tiger-mini-stapler-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/double-tailed-tiger-mini-stapler/ai-retouched-2026-07-25-v3/double-tailed-tiger-mini-stapler-ai-retouched-2026-07-25-v3-032-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202114_321_109.jpg,jade-cong-fridge-magnet,Jade Cong Refrigerator Magnet,gallery-01,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/20260723/jade-cong-fridge-magnet-20260723-gallery-01.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/ai-retouched-2026-07-25-v3/jade-cong-fridge-magnet-ai-retouched-2026-07-25-v3-033-gallery-01.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202116_322_109.jpg,jade-cong-fridge-magnet,Jade Cong Refrigerator Magnet,gallery-02,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/20260723/jade-cong-fridge-magnet-20260723-gallery-02.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/ai-retouched-2026-07-25-v3/jade-cong-fridge-magnet-ai-retouched-2026-07-25-v3-034-gallery-02.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202119_323_109.jpg,jade-cong-fridge-magnet,Jade Cong Refrigerator Magnet,gallery-03,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/20260723/jade-cong-fridge-magnet-20260723-gallery-03.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/ai-retouched-2026-07-25-v3/jade-cong-fridge-magnet-ai-retouched-2026-07-25-v3-035-gallery-03.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202121_324_109.jpg,jade-cong-fridge-magnet,Jade Cong Refrigerator Magnet,gallery-04,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/20260723/jade-cong-fridge-magnet-20260723-gallery-04.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/ai-retouched-2026-07-25-v3/jade-cong-fridge-magnet-ai-retouched-2026-07-25-v3-036-gallery-04.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202123_325_109.jpg,jade-cong-fridge-magnet,Jade Cong Refrigerator Magnet,gallery-05,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/20260723/jade-cong-fridge-magnet-20260723-gallery-05.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/ai-retouched-2026-07-25-v3/jade-cong-fridge-magnet-ai-retouched-2026-07-25-v3-037-gallery-05.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202125_326_109.jpg,jade-cong-fridge-magnet,Jade Cong Refrigerator Magnet,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/20260723/jade-cong-fridge-magnet-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/ai-retouched-2026-07-25-v3/jade-cong-fridge-magnet-ai-retouched-2026-07-25-v3-038-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202127_327_109.jpg,jade-cong-fridge-magnet,Jade Cong Refrigerator Magnet,gallery-07,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/20260723/jade-cong-fridge-magnet-20260723-gallery-07.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/jade-cong-fridge-magnet/ai-retouched-2026-07-25-v3/jade-cong-fridge-magnet-ai-retouched-2026-07-25-v3-039-gallery-07.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202129_328_109.jpg,chinese-mask-paper-art-set,Chinese Mask Paper Art Set,gallery-01,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/chinese-mask-paper-art-set/20260723/chinese-mask-paper-art-set-20260723-gallery-01.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/chinese-mask-paper-art-set/ai-retouched-2026-07-25-v3/chinese-mask-paper-art-set-ai-retouched-2026-07-25-v3-040-gallery-01.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202135_331_109.jpg,chinese-mask-paper-art-set,Chinese Mask Paper Art Set,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/chinese-mask-paper-art-set/20260723/chinese-mask-paper-art-set-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/chinese-mask-paper-art-set/ai-retouched-2026-07-25-v3/chinese-mask-paper-art-set-ai-retouched-2026-07-25-v3-041-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202137_332_109.jpg,chinese-mask-paper-art-set,Chinese Mask Paper Art Set,gallery-03,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/chinese-mask-paper-art-set/20260723/chinese-mask-paper-art-set-20260723-gallery-03.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/chinese-mask-paper-art-set/ai-retouched-2026-07-25-v3/chinese-mask-paper-art-set-ai-retouched-2026-07-25-v3-042-gallery-03.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202131_329_109.jpg,heritage-plush-keychains,Boletus Plush Keychain,gallery-01,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/20260723/heritage-plush-keychains-20260723-gallery-01.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/ai-retouched-2026-07-25-v3/heritage-plush-keychains-ai-retouched-2026-07-25-v3-043-gallery-01.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202133_330_109.jpg,heritage-plush-keychains,Boletus Plush Keychain,gallery-02,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/20260723/heritage-plush-keychains-20260723-gallery-02.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/ai-retouched-2026-07-25-v3/heritage-plush-keychains-ai-retouched-2026-07-25-v3-044-gallery-02.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
微信图片_20260723202139_333_109.jpg,heritage-plush-keychains,Boletus Plush Keychain,gallery-03,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/20260723/heritage-plush-keychains-20260723-gallery-03.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/ai-retouched-2026-07-25-v3/heritage-plush-keychains-ai-retouched-2026-07-25-v3-045-gallery-03.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
1-照片-1.jpg,heritage-plush-keychains,Boletus Plush Keychain,gallery-04,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/20260723/heritage-plush-keychains-20260723-gallery-04.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/ai-retouched-2026-07-25-v3/heritage-plush-keychains-ai-retouched-2026-07-25-v3-046-gallery-04.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
2-照片-2.jpg,heritage-plush-keychains,Boletus Plush Keychain,gallery-05,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/20260723/heritage-plush-keychains-20260723-gallery-05.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/ai-retouched-2026-07-25-v3/heritage-plush-keychains-ai-retouched-2026-07-25-v3-047-gallery-05.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
3-照片-3.jpg,heritage-plush-keychains,Boletus Plush Keychain,hero,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/20260723/heritage-plush-keychains-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-plush-keychains/ai-retouched-2026-07-25-v3/heritage-plush-keychains-ai-retouched-2026-07-25-v3-048-hero.webp,AI_RETOUCHED,"AI cutout, white background, soft shadow, product retained.",true,false
