source_filename,detected_product_name,product_slug,assigned_role,match_confidence,uploaded_url,published,status,notes,final_image_count,final_hero_url,removed_old_images,retained_old_images
微信图片_20260723202015_292_109.jpg,Shi Fa You / pink bronze package,fu-hao-owl-zun-coin-bank,gallery-02,0.82,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-gallery-02.webp,true,PUBLISHED,Existing LTPS row maps this pink package to the current slug.,7,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-012-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-010-gallery-01.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-011-gallery-02.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-013-gallery-04.webp,3
微信图片_20260723202021_295_109.jpg,Shi Fa You / pink bronze package,fu-hao-owl-zun-coin-bank,hero,0.82,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-hero.webp,true,PUBLISHED,Existing LTPS row maps this pink package to the current slug.,7,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-012-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-010-gallery-01.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-011-gallery-02.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-013-gallery-04.webp,3
微信图片_20260723202023_296_109.jpg,Shi Fa You / pink bronze package,fu-hao-owl-zun-coin-bank,gallery-04,0.82,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-gallery-04.webp,true,PUBLISHED,Existing LTPS row maps this pink package to the current slug.,7,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/20260723/fu-hao-owl-zun-coin-bank-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-012-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-010-gallery-01.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-011-gallery-02.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-coin-bank/ai-retouched-2026-07-24/fu-hao-owl-zun-coin-bank-ai-retouched-2026-07-24-013-gallery-04.webp,3
微信图片_20260723202027_298_109.jpg,Bo Ju Li bronze gift,fu-hao-owl-zun-fridge-magnet,hero,0.82,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-hero.webp,true,PUBLISHED,Brown Bo Ju Li package; existing database slug is legacy named.,6,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-014-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-015-gallery-02.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-016-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-017-gallery-04.webp,2
微信图片_20260723202029_299_109.jpg,Bo Ju Li bronze gift,fu-hao-owl-zun-fridge-magnet,gallery-02,0.82,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-gallery-02.webp,true,PUBLISHED,Brown Bo Ju Li package; existing database slug is legacy named.,6,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-014-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-015-gallery-02.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-016-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-017-gallery-04.webp,2
微信图片_20260723202031_300_109.jpg,Bo Ju Li bronze gift,fu-hao-owl-zun-fridge-magnet,gallery-03,0.82,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-gallery-03.webp,true,PUBLISHED,Brown Bo Ju Li package; existing database slug is legacy named.,6,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-014-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-015-gallery-02.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-016-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-017-gallery-04.webp,2
微信图片_20260723202033_301_109.jpg,Bo Ju Li bronze gift,fu-hao-owl-zun-fridge-magnet,gallery-04,0.82,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-gallery-04.webp,true,PUBLISHED,Brown Bo Ju Li package; existing database slug is legacy named.,6,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/20260723/fu-hao-owl-zun-fridge-magnet-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-014-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-015-gallery-02.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-016-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/fu-hao-owl-zun-fridge-magnet/ai-retouched-2026-07-24/fu-hao-owl-zun-fridge-magnet-ai-retouched-2026-07-24-017-gallery-04.webp,2
微信图片_20260723202035_302_109.jpg,Hulu vase translucent gift,heritage-motif-gift-box,gallery-01,0.80,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-gallery-01.webp,true,PUBLISHED,Hulu vase package; existing LTPS row maps to this slug.,5,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-019-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-018-gallery-01.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-020-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-021-gallery-04.webp,1
微信图片_20260723202037_303_109.jpg,Hulu vase translucent gift,heritage-motif-gift-box,hero,0.80,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-hero.webp,true,PUBLISHED,Hulu vase package; existing LTPS row maps to this slug.,5,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-019-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-018-gallery-01.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-020-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-021-gallery-04.webp,1
微信图片_20260723202039_304_109.jpg,Hulu vase translucent gift,heritage-motif-gift-box,gallery-03,0.80,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-gallery-03.webp,true,PUBLISHED,Hulu vase package; existing LTPS row maps to this slug.,5,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-019-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-018-gallery-01.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-020-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-021-gallery-04.webp,1
微信图片_20260723202048_308_109.jpg,Hulu vase translucent gift,heritage-motif-gift-box,gallery-04,0.80,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-gallery-04.webp,true,PUBLISHED,Hulu vase package; existing LTPS row maps to this slug.,5,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/20260723/heritage-motif-gift-box-20260723-hero.webp,https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-019-hero.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-018-gallery-01.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-020-gallery-03.webp | https://pgbjgueicmpakgaaisdg.supabase.co/storage/v1/object/public/product-images/heritage-motif-gift-box/ai-retouched-2026-07-24/heritage-motif-gift-box-ai-retouched-2026-07-24-021-gallery-04.webp,1
